temp,icon,precip,wind360,windSpeed,humidity,pressure,solar1,solar2,solar3,solar
28,100,0.0,90,11,26,994,21.332178115844727,23.226119995117188,20.11111831665039,23.023475646972656
28,100,0.0,90,15,22,993,8.305806159973145,10.32445240020752,10.823267936706543,10.015290260314941
27,100,0.0,135,16,25,993,2.283642053604126,2.2342801094055176,4.008714199066162,1.8627660274505615
26,100,0.0,135,8,27,994,0.16107599437236786,0.09352800250053406,0.1688700020313263,0.29097598791122437
24,100,0.0,135,9,34,994,0.16107599437236786,0.09352800250053406,0.1688700020313263,0.29097598791122437
22,100,0.0,270,7,41,995,0.16107599437236786,0.09352800250053406,0.1688700020313263,0.29097598791122437
21,100,0.0,270,4,45,996,0.16107599437236786,0.09352800250053406,0.1688700020313263,0.29097598791122437
21,100,0.0,270,4,47,996,0.16107599437236786,0.09352800250053406,0.1688700020313263,0.29097598791122437
20,100,0.0,0,5,48,996,0.0675479993224144,0.0,0.0,0.0
21,100,0.0,315,5,49,996,0.0675479993224144,0.0,0.0,0.0
20,100,0.0,180,4,51,995,0.0675479993224144,0.0,0.0,0.0
19,100,0.0,315,6,56,995,0.0675479993224144,0.0,0.0,0.0
19,100,0.0,315,8,60,995,0.0675479993224144,0.0,0.0,0.0
18,101,0.0,315,9,64,995,0.0675479993224144,0.6183239817619324,0.0,0.0
18,101,0.0,315,17,64,995,2.364180088043213,2.239475965499878,1.7718360424041748,6.167652130126953
19,100,0.0,45,8,66,997,6.78857421875,6.469019889831543,6.040349960327148,8.1525239944458
19,101,0.0,0,6,65,996,14.263019561767578,14.517623901367188,15.154133796691895,10.199748039245605
21,101,0.0,45,6,60,996,26.421659469604492,26.915279388427734,29.44573211669922,9.669755935668945
21,104,1.0,0,10,59,995,43.88801574707031,43.51649856567383,46.85752868652344,18.261341094970703
23,104,0.0,45,8,52,995,40.34693908691406,46.252193450927734,49.56724166870117,45.566322326660156
24,104,0.0,90,6,50,995,40.70286560058594,45.25716018676758,48.12275314331055,30.435569763183594
24,104,0.0,225,4,51,995,43.048858642578125,40.95746994018555,43.363216400146484,4.790711879730225
23,305,0.0,0,19,60,995,35.95372009277344,33.40508270263672,35.6523551940918,6.557352066040039
23,302,0.0,0,10,59,995,23.023475646972656,21.332178115844727,23.226119995117188,1.1665019989013672
23,305,0.0,0,1,57,996,10.015290260314941,8.305806159973145,10.32445240020752,2.5876080989837646
23,104,0.0,135,8,59,995,1.8627660274505615,2.283642053604126,2.2342801094055176,2.603195905685425
22,104,0.0,135,9,69,995,0.29097598791122437,0.16107599437236786,0.09352800250053406,-0.05455800145864487
21,104,0.0,135,13,76,996,0.29097598791122437,0.16107599437236786,0.09352800250053406,-0.05455800145864487
21,104,0.0,135,3,80,996,0.29097598791122437,0.16107599437236786,0.09352800250053406,-0.05455800145864487
21,104,0.0,0,7,76,996,0.29097598791122437,0.16107599437236786,0.09352800250053406,-0.05455800145864487
20,104,0.0,0,10,76,997,0.29097598791122437,0.16107599437236786,0.09352800250053406,-0.05455800145864487
18,104,0.0,0,15,81,996,0.0,0.0675479993224144,0.0,0.0337739996612072
18,104,0.0,315,4,81,997,0.0,0.0675479993224144,0.0,0.0337739996612072
18,104,0.0,0,2,85,997,0.0,0.0675479993224144,0.0,0.0337739996612072
17,101,0.0,180,9,85,997,0.0,0.0675479993224144,0.0,0.0337739996612072
18,101,0.0,135,7,82,998,0.0,0.0675479993224144,0.0,0.0337739996612072
18,104,0.0,270,4,83,999,0.0,0.0675479993224144,0.6183239817619324,0.0337739996612072
18,104,0.0,315,6,82,999,6.167652130126953,2.364180088043213,2.239475965499878,1.5665940046310425
18,104,0.0,0,12,81,1000,8.1525239944458,6.78857421875,6.469019889831543,1.6315439939498901
19,101,0.0,0,10,81,1001,10.199748039245605,14.263019561767578,14.517623901367188,9.20991039276123
19,502,0.0,315,12,76,1001,9.669755935668945,26.421659469604492,26.915279388427734,23.11440658569336
23,100,0.0,0,11,59,1000,18.261341094970703,43.88801574707031,43.51649856567383,34.33256912231445
25,101,0.0,45,13,57,1000,45.566322326660156,40.34693908691406,46.252193450927734,19.555145263671875
26,100,0.0,135,9,50,999,30.435569763183594,40.70286560058594,45.25716018676758,29.786069869995117
26,100,0.0,45,12,51,998,4.790711879730225,43.048858642578125,40.95746994018555,33.961055755615234
27,100,0.0,135,7,48,997,6.557352066040039,35.95372009277344,33.40508270263672,28.998876571655273
27,100,0.0,135,24,50,997,1.1665019989013672,23.023475646972656,21.332178115844727,17.398805618286133
26,100,0.0,135,17,52,995,2.5876080989837646,10.015290260314941,8.305806159973145,7.978457927703857
26,100,0.0,180,14,55,994,2.603195905685425,1.8627660274505615,2.283642053604126,2.655155897140503
26,100,0.0,90,11,55,993,-0.05455800145864487,0.29097598791122437,0.16107599437236786,0.002597999991849065
26,100,0.0,90,18,55,994,-0.05455800145864487,0.29097598791122437,0.16107599437236786,0.002597999991849065
26,100,0.0,45,10,56,995,-0.05455800145864487,0.29097598791122437,0.16107599437236786,0.002597999991849065
25,100,0.0,90,23,56,996,-0.05455800145864487,0.29097598791122437,0.16107599437236786,0.002597999991849065
20,101,0.0,45,29,68,996,-0.05455800145864487,0.29097598791122437,0.16107599437236786,0.002597999991849065
20,305,0.0,180,7,71,997,0.0337739996612072,0.0,0.0675479993224144,0.0
19,305,0.1,315,10,87,996,0.0337739996612072,0.0,0.0675479993224144,0.0
19,101,0.0,0,7,88,996,0.0337739996612072,0.0,0.0675479993224144,0.0
19,101,0.0,315,18,88,996,0.0337739996612072,0.0,0.0675479993224144,0.0
21,100,0.0,0,9,75,995,0.0337739996612072,0.0,0.0675479993224144,0.0
19,100,0.0,0,9,85,994,0.0337739996612072,0.0,0.0675479993224144,0.5273939967155457
19,101,0.0,0,4,87,994,1.5665940046310425,6.167652130126953,2.364180088043213,3.1721580028533936
19,100,0.0,0,8,82,995,1.6315439939498901,8.1525239944458,6.78857421875,7.573170185089111
20,101,0.0,0,14,75,994,9.20991039276123,10.199748039245605,14.263019561767578,14.634533882141113
21,101,0.0,0,8,72,995,23.11440658569336,9.669755935668945,26.421659469604492,24.17698860168457
25,101,0.0,135,5,59,993,34.33256912231445,18.261341094970703,43.88801574707031,29.437938690185547
26,101,0.0,135,12,57,993,19.555145263671875,45.566322326660156,40.34693908691406,29.663963317871094
27,101,0.0,0,7,55,993,29.786069869995117,30.435569763183594,40.70286560058594,26.81395721435547
28,101,0.0,45,3,52,992,33.961055755615234,4.790711879730225,43.048858642578125,8.46947956085205
28,101,0.0,270,3,53,992,28.998876571655273,6.557352066040039,35.95372009277344,12.353489875793457
27,101,0.0,0,16,63,992,17.398805618286133,1.1665019989013672,23.023475646972656,16.09720802307129
26,101,0.0,0,12,64,992,7.978457927703857,2.5876080989837646,10.015290260314941,8.48246955871582
26,101,0.0,0,8,66,991,2.655155897140503,2.603195905685425,1.8627660274505615,1.826393961906433
25,101,0.0,0,7,66,992,0.002597999991849065,-0.05455800145864487,0.29097598791122437,0.29617199301719666
23,101,0.0,0,11,71,994,0.002597999991849065,-0.05455800145864487,0.29097598791122437,0.29617199301719666
23,101,0.0,45,9,74,994,0.002597999991849065,-0.05455800145864487,0.29097598791122437,0.29617199301719666
22,502,0.0,315,12,77,995,0.002597999991849065,-0.05455800145864487,0.29097598791122437,0.29617199301719666
21,101,0.0,315,10,84,996,0.002597999991849065,-0.05455800145864487,0.29097598791122437,0.29617199301719666
21,101,0.0,0,5,83,997,0.0,0.0337739996612072,0.0,0.028578000143170357
21,101,0.0,315,6,80,997,0.0,0.0337739996612072,0.0,0.028578000143170357
20,101,0.0,90,1,84,997,0.0,0.0337739996612072,0.0,0.028578000143170357
19,101,0.0,315,7,85,997,0.0,0.0337739996612072,0.0,0.028578000143170357
19,101,0.0,225,3,84,997,0.0,0.0337739996612072,0.0,0.028578000143170357
19,101,0.0,0,8,82,996,0.5273939967155457,0.0337739996612072,0.0,0.028578000143170357
20,100,0.0,0,32,60,997,3.1721580028533936,1.5665940046310425,6.167652130126953,2.9851019382476807
21,100,0.0,0,12,41,998,7.573170185089111,1.6315439939498901,8.1525239944458,7.34194803237915
22,101,0.0,45,22,36,999,14.634533882141113,9.20991039276123,10.199748039245605,15.143741607666016
23,101,0.0,0,30,29,999,24.17698860168457,23.11440658569336,9.669755935668945,30.983747482299805
25,100,0.0,315,20,21,999,29.663963317871094,19.555145263671875,45.566322326660156,49.67375946044922
26,100,0.0,0,23,20,999,26.81395721435547,29.786069869995117,30.435569763183594,49.67375946044922
27,100,0.0,45,24,20,998,8.46947956085205,33.961055755615234,4.790711879730225,46.0963134765625
27,100,0.0,45,26,20,997,12.353489875793457,28.998876571655273,6.557352066040039,38.50236129760742
28,100,0.0,45,23,19,996,16.09720802307129,17.398805618286133,1.1665019989013672,24.7563419342041
28,100,0.0,0,13,19,995,8.48246955871582,7.978457927703857,2.5876080989837646,11.680607795715332
27,100,0.0,45,13,20,995,1.826393961906433,2.655155897140503,2.603195905685425,1.5354180335998535
26,100,0.0,45,9,21,995,0.29617199301719666,0.002597999991849065,-0.05455800145864487,0.4858259856700897
23,100,0.0,180,7,30,995,0.29617199301719666,0.002597999991849065,-0.05455800145864487,-0.03897000104188919
22,100,0.0,180,7,36,996,0.29617199301719666,0.002597999991849065,-0.05455800145864487,-0.03897000104188919
21,100,0.0,180,5,38,996,0.29617199301719666,0.002597999991849065,-0.05455800145864487,-0.03897000104188919
21,100,0.0,135,4,32,996,0.29617199301719666,0.002597999991849065,-0.05455800145864487,-0.03897000104188919
19,100,0.0,135,2,38,996,0.028578000143170357,0.0,0.0337739996612072,0.02597999945282936
19,100,0.0,180,1,42,995,0.028578000143170357,0.0,0.0337739996612072,0.02597999945282936
19,100,0.0,90,2,46,994,0.028578000143170357,0.0,0.0337739996612072,0.02597999945282936
19,100,0.0,315,4,42,993,0.028578000143170357,0.0,0.0337739996612072,0.02597999945282936
22,100,0.0,270,24,21,993,0.028578000143170357,0.0,0.0337739996612072,0.02597999945282936
24,100,0.0,270,16,19,992,0.028578000143170357,0.5273939967155457,0.0337739996612072,0.02597999945282936
24,100,0.0,270,4,21,991,2.9851019382476807,3.1721580028533936,1.5665940046310425,1.6133580207824707
25,100,0.0,270,16,20,991,7.34194803237915,7.573170185089111,1.6315439939498901,5.323301792144775
27,100,0.0,270,39,19,991,15.143741607666016,14.634533882141113,9.20991039276123,13.90709400177002
29,100,0.0,270,30,18,990,30.983747482299805,24.17698860168457,23.11440658569336,28.27923011779785
34,100,0.0,270,33,14,988,49.67375946044922,29.663963317871094,19.555145263671875,47.38492202758789
35,100,0.0,270,45,11,987,49.67375946044922,26.81395721435547,29.786069869995117,48.48127746582031
35,100,0.0,315,18,11,986,46.0963134765625,8.46947956085205,33.961055755615234,47.203060150146484
35,100,0.0,315,21,10,986,38.50236129760742,12.353489875793457,28.998876571655273,3.769697904586792
34,305,0.0,0,17,12,985,24.7563419342041,16.09720802307129,17.398805618286133,23.272884368896484
35,100,0.0,315,17,11,985,11.680607795715332,8.48246955871582,7.978457927703857,2.3667778968811035
33,101,0.0,270,7,13,985,1.5354180335998535,1.826393961906433,2.655155897140503,1.2808140516281128
32,101,0.0,315,8,14,985,0.4858259856700897,0.29617199301719666,0.002597999991849065,0.25720199942588806
30,101,0.0,90,26,21,986,-0.03897000104188919,0.29617199301719666,0.002597999991849065,0.25720199942588806
27,101,0.0,180,7,28,987,-0.03897000104188919,0.29617199301719666,0.002597999991849065,0.25720199942588806
27,100,0.0,270,5,29,988,-0.03897000104188919,0.29617199301719666,0.002597999991849065,0.25720199942588806
27,100,0.0,135,16,27,989,-0.03897000104188919,0.29617199301719666,0.002597999991849065,0.25720199942588806
26,100,0.0,90,23,29,990,0.02597999945282936,0.028578000143170357,0.0,0.08313599973917007
25,100,0.0,90,18,29,990,0.02597999945282936,0.028578000143170357,0.0,0.08313599973917007
24,100,0.0,135,5,32,990,0.02597999945282936,0.028578000143170357,0.0,0.08313599973917007
21,100,0.0,0,8,45,990,0.02597999945282936,0.028578000143170357,0.0,0.08313599973917007
20,100,0.0,0,2,50,990,0.02597999945282936,0.028578000143170357,0.0,0.08313599973917007
19,100,0.0,315,8,54,990,0.02597999945282936,0.028578000143170357,0.5273939967155457,0.08313599973917007
20,100,0.0,315,5,53,990,1.6133580207824707,2.9851019382476807,3.1721580028533936,1.3067940473556519
23,100,0.0,315,9,43,990,5.323301792144775,7.34194803237915,7.573170185089111,5.640257835388184
26,100,0.0,0,13,34,991,13.90709400177002,15.143741607666016,14.634533882141113,13.740821838378906
27,100,0.0,0,10,31,991,28.27923011779785,30.983747482299805,24.17698860168457,27.4478702545166
31,100,0.0,0,6,20,991,47.38492202758789,49.67375946044922,29.663963317871094,48.47608184814453
32,100,0.0,45,15,18,990,48.48127746582031,49.67375946044922,26.81395721435547,48.000648498535156
33,100,0.0,45,17,17,990,47.203060150146484,46.0963134765625,8.46947956085205,43.043663024902344
33,100,0.0,0,10,15,988,3.769697904586792,38.50236129760742,12.353489875793457,35.683528900146484
34,100,0.0,45,11,14,988,23.272884368896484,24.7563419342041,16.09720802307129,23.72233772277832
34,100,0.0,180,9,14,987,2.3667778968811035,11.680607795715332,8.48246955871582,10.212738037109375
33,100,0.0,180,15,17,987,1.2808140516281128,1.5354180335998535,1.826393961906433,1.6393380165100098
31,100,0.0,180,21,18,986,0.25720199942588806,0.4858259856700897,0.29617199301719666,0.031176000833511353
29,100,0.0,180,10,23,987,0.25720199942588806,-0.03897000104188919,0.29617199301719666,0.031176000833511353
28,100,0.0,135,13,24,988,0.25720199942588806,-0.03897000104188919,0.29617199301719666,0.031176000833511353
27,100,0.0,180,17,26,988,0.25720199942588806,-0.03897000104188919,0.29617199301719666,0.031176000833511353
25,100,0.0,135,10,31,988,0.25720199942588806,-0.03897000104188919,0.29617199301719666,0.031176000833511353
24,100,0.0,135,7,32,988,0.08313599973917007,0.02597999945282936,0.028578000143170357,0.0
23,100,0.0,225,2,35,988,0.08313599973917007,0.02597999945282936,0.028578000143170357,0.0
22,100,0.0,45,6,37,987,0.08313599973917007,0.02597999945282936,0.028578000143170357,0.0
21,100,0.0,315,11,42,987,0.08313599973917007,0.02597999945282936,0.028578000143170357,0.0
21,100,0.0,0,4,37,988,0.08313599973917007,0.02597999945282936,0.028578000143170357,0.0
21,100,0.0,0,17,39,988,0.08313599973917007,0.02597999945282936,0.028578000143170357,0.5741580128669739
23,100,0.0,0,11,30,988,1.3067940473556519,1.6133580207824707,2.9851019382476807,1.64193594455719
25,104,0.0,0,16,31,989,5.640257835388184,5.323301792144775,7.34194803237915,7.484838008880615
26,101,0.0,0,16,31,990,13.740821838378906,13.90709400177002,15.143741607666016,13.727831840515137
26,101,0.0,0,19,29,991,27.4478702545166,28.27923011779785,30.983747482299805,16.115394592285156
31,101,0.0,45,15,26,991,48.47608184814453,47.38492202758789,49.67375946044922,47.166690826416016
32,101,0.0,45,17,23,991,48.000648498535156,48.48127746582031,49.67375946044922,46.906890869140625
33,101,0.0,90,13,21,990,43.043663024902344,47.203060150146484,46.0963134765625,40.47943878173828
33,101,0.0,45,13,21,989,35.683528900146484,3.769697904586792,38.50236129760742,13.803174018859863
33,101,0.0,45,19,21,989,23.72233772277832,23.272884368896484,24.7563419342041,14.379929542541504
33,101,0.0,0,22,26,989,10.212738037109375,2.3667778968811035,11.680607795715332,6.063732147216797
31,101,0.0,45,26,31,989,1.6393380165100098,1.2808140516281128,1.5354180335998535,1.221060037612915
30,104,0.0,45,22,34,990,0.031176000833511353,0.25720199942588806,0.4858259856700897,0.16627199947834015
28,104,0.0,315,17,37,991,0.031176000833511353,0.25720199942588806,-0.03897000104188919,0.16627199947834015
28,104,0.0,315,13,39,992,0.031176000833511353,0.25720199942588806,-0.03897000104188919,0.16627199947834015
27,104,0.0,315,9,39,993,0.031176000833511353,0.25720199942588806,-0.03897000104188919,0.16627199947834015
27,104,0.0,315,12,40,994,0.031176000833511353,0.25720199942588806,-0.03897000104188919,0.16627199947834015
26,104,0.0,0,26,41,993,0.0,0.08313599973917007,0.02597999945282936,0.0
25,104,0.0,0,12,44,994,0.0,0.08313599973917007,0.02597999945282936,0.0
25,104,0.0,0,22,41,993,0.0,0.08313599973917007,0.02597999945282936,0.0
24,104,0.0,315,19,41,993,0.0,0.08313599973917007,0.02597999945282936,0.0
24,104,0.0,0,9,39,994,0.0,0.08313599973917007,0.02597999945282936,0.0
25,104,0.0,270,8,36,994,0.5741580128669739,0.08313599973917007,0.02597999945282936,0.0
25,104,0.0,0,8,36,994,1.64193594455719,1.3067940473556519,1.6133580207824707,2.3252100944519043
26,104,0.0,315,6,37,994,7.484838008880615,5.640257835388184,5.323301792144775,5.541533946990967
27,302,0.0,45,11,35,995,13.727831840515137,13.740821838378906,13.90709400177002,7.113324165344238
27,104,0.0,45,7,37,995,16.115394592285156,27.4478702545166,28.27923011779785,12.8471097946167
27,104,0.0,90,11,40,996,36.600624084472656,37.20595932006836,38.04251480102539,36.143375396728516
26,306,0.2,45,21,48,997,47.166690826416016,48.47608184814453,47.38492202758789,40.079345703125
28,101,0.0,45,28,41,997,46.906890869140625,48.000648498535156,48.48127746582031,39.39607238769531
28,104,0.0,45,11,39,997,40.47943878173828,43.043663024902344,47.203060150146484,5.848097801208496
27,305,0.0,45,7,42,996,13.803174018859863,35.683528900146484,3.769697904586792,15.551628112792969
28,104,0.0,0,6,42,997,14.379929542541504,23.72233772277832,23.272884368896484,3.494309902191162
26,101,0.0,180,13,56,997,6.063732147216797,10.212738037109375,2.3667778968811035,4.013909816741943
26,100,0.0,135,3,58,998,1.221060037612915,1.6393380165100098,1.2808140516281128,2.4109439849853516
26,100,0.0,45,12,54,998,0.16627199947834015,0.031176000833511353,0.25720199942588806,0.2753880023956299
26,100,0.0,0,13,51,998,0.16627199947834015,0.031176000833511353,0.25720199942588806,0.2753880023956299
24,101,0.0,0,8,56,998,0.16627199947834015,0.031176000833511353,0.25720199942588806,0.2753880023956299
23,101,0.0,315,9,61,999,0.16627199947834015,0.031176000833511353,0.25720199942588806,0.2753880023956299
23,101,0.0,45,5,66,1000,0.16627199947834015,0.031176000833511353,0.25720199942588806,0.2753880023956299
22,100,0.0,135,13,63,1001,0.0,0.0,0.08313599973917007,0.036371998488903046
21,100,0.0,45,7,67,1001,0.0,0.0,0.08313599973917007,0.036371998488903046
20,100,0.0,315,9,71,1001,0.0,0.0,0.08313599973917007,0.036371998488903046
20,100,0.0,315,9,71,1001,0.0,0.0,0.08313599973917007,0.036371998488903046
20,100,0.0,315,10,70,1000,0.0,0.0,0.08313599973917007,0.036371998488903046
20,100,0.0,45,1,74,1000,0.0,0.5741580128669739,0.08313599973917007,0.036371998488903046
20,101,0.0,270,1,76,1000,2.3252100944519043,1.64193594455719,1.3067940473556519,2.927946090698242
23,100,0.0,45,2,62,1001,5.541533946990967,7.484838008880615,5.640257835388184,6.619703769683838
24,100,0.0,90,4,57,1002,7.113324165344238,13.727831840515137,13.740821838378906,14.12272834777832
25,101,0.0,270,3,55,1002,12.8471097946167,16.115394592285156,27.4478702545166,24.01071548461914
26,101,0.0,45,12,52,1002,36.143375396728516,36.600624084472656,37.20595932006836,31.557905197143555
28,104,0.0,90,10,46,1001,40.079345703125,47.166690826416016,48.47608184814453,41.62255859375
29,104,0.0,180,5,45,1000,39.39607238769531,46.906890869140625,48.000648498535156,28.36236572265625
30,104,0.0,90,11,43,999,5.848097801208496,40.47943878173828,43.043663024902344,20.9632625579834
29,104,0.0,90,12,44,999,15.551628112792969,13.803174018859863,35.683528900146484,9.293045997619629
29,104,0.0,45,3,46,999,3.494309902191162,14.379929542541504,23.72233772277832,1.7198760509490967
27,305,0.0,180,26,59,999,4.013909816741943,6.063732147216797,10.212738037109375,0.09872400015592575
23,305,0.9,315,9,82,999,2.4109439849853516,1.221060037612915,1.6393380165100098,0.09872400015592575
22,306,1.4,315,5,89,1000,0.2753880023956299,0.16627199947834015,0.031176000833511353,0.09872400015592575
22,305,1.2,270,9,92,1000,0.2753880023956299,0.16627199947834015,0.031176000833511353,0.09872400015592575
22,104,0.0,270,10,89,1000,0.2753880023956299,0.16627199947834015,0.031176000833511353,0.09872400015592575
22,104,0.0,315,4,84,1000,0.2753880023956299,0.16627199947834015,0.031176000833511353,0.09872400015592575
22,104,0.0,225,2,91,1000,0.2753880023956299,0.16627199947834015,0.031176000833511353,0.09872400015592575
22,104,0.0,0,3,89,1000,0.036371998488903046,0.0,0.0,0.0
22,104,0.0,315,8,91,1000,0.036371998488903046,0.0,0.0,0.0
22,104,0.0,315,10,88,999,0.036371998488903046,0.0,0.0,0.0
22,104,0.0,270,2,89,1000,0.036371998488903046,0.0,0.0,0.0
22,104,0.0,0,7,88,999,0.036371998488903046,0.0,0.0,0.0
22,104,0.0,0,5,89,1000,0.036371998488903046,0.0,0.5741580128669739,0.0
22,104,0.0,0,14,86,1000,2.927946090698242,2.3252100944519043,1.64193594455719,1.1587079763412476
22,104,0.0,315,9,85,1000,6.619703769683838,5.541533946990967,7.484838008880615,3.2786760330200195
22,104,0.0,315,17,81,1001,14.12272834777832,7.113324165344238,13.727831840515137,3.26568603515625
22,104,0.0,0,11,82,1001,24.01071548461914,12.8471097946167,16.115394592285156,4.88424015045166
23,302,0.0,315,7,83,1001,31.557905197143555,36.143375396728516,36.600624084472656,7.040579795837402
